product_id,manufacturer_id,manufacturer,distributor,brand_family,product_name,catalog_number,global_part_number,reference_part_number,alternate_ids,gtin,primary_category,subcategory,product_kind,reuse_status,sterile_status,implantable,material,coverage,placement_method,size_display,diameter_mm,length_mm,french_size,gauge,working_length_cm,min_working_channel_mm,delivery_system_od_mm,package_uom,adult_peds,description,compatibility_text,verification_status,live_dropdown_status,primary_source_id,primary_source_location,source_as_of,availability_note,notes,spec_json
PRD-0C13E4001B,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Grasping Forceps for Soft Foreign Bodies,8280.47,,,,,Rigid bronchoscopy,Rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,WL 465 mm,,,,,,,,Each,Adult,Grasping Forceps for Soft Foreign Bodies,Select working length and shaft diameter for bronchoscope tube.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 25,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-4298F66678,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Grasping Forceps for Soft Foreign Bodies,8281.37,,,,,Rigid bronchoscopy,Rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,WL 365 mm,,,,,,,,Each,Adult,Grasping Forceps for Soft Foreign Bodies,Select working length and shaft diameter for bronchoscope tube.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 25,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-FB1867A930,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Grasping Forceps for Soft Foreign Bodies,8282.37,,,,,Rigid bronchoscopy,Rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,WL 330 mm,,,,,,,,Each,Adult,Grasping Forceps for Soft Foreign Bodies,Select working length and shaft diameter for bronchoscope tube.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 25,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-75434A8582,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Grasping Forceps, Serrated",8280.41,,,,,Rigid bronchoscopy,Rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,WL 465 mm,,,,,,,,Each,Adult,"Grasping Forceps, Serrated",Select working length and shaft diameter for bronchoscope tube.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 25,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-FCD805E954,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Hand Blower with Sterile Disposable Filter,412700,,,,,Rigid bronchoscopy,Rigid bronchoscopy suction/accessory,Reusable instrument or accessory,Reusable,Reprocessed,No,,,,TL 567 mm,,,,,,,,Each,Adult,Hand Blower with Sterile Disposable Filter,,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 26,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-125BCF3BDD,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HEMER Bronchoscope Tube Bundle,8214.0641,,,,,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,Reusable instrument,Reusable,Reprocessed,No,,,,ID 6.5 mm; OD 7.5 mm; WL 357 mm,7.5,357,,,,,,Each,Adult,HEMER Bronchoscope Tube Bundle,"Match telescope, adapter, sealing cap, and instrument OD to internal diameter.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 16,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""inner_diameter_mm"": 6.5, ""outer_diameter_mm"": 7.5, ""working_length_mm"": 357}"
PRD-B4FCC0198A,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HEMER Bronchoscope Tube Bundle,8214.0741,,,,,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,Reusable instrument,Reusable,Reprocessed,No,,,,ID 7.5 mm; OD 8.5 mm; WL 357 mm,8.5,357,,,,,,Each,Adult,HEMER Bronchoscope Tube Bundle,"Match telescope, adapter, sealing cap, and instrument OD to internal diameter.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 16,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""inner_diameter_mm"": 7.5, ""outer_diameter_mm"": 8.5, ""working_length_mm"": 357}"
PRD-7B69AB81B4,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HEMER Bronchoscope Tube Bundle,8214.0841,,,,,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,Reusable instrument,Reusable,Reprocessed,No,,,,ID 8.5 mm; OD 9.5 mm; WL 357 mm,9.5,357,,,,,,Each,Adult,HEMER Bronchoscope Tube Bundle,"Match telescope, adapter, sealing cap, and instrument OD to internal diameter.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 16,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""inner_diameter_mm"": 8.5, ""outer_diameter_mm"": 9.5, ""working_length_mm"": 357}"
PRD-E4277B23A8,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HEMER Bronchoscope Tube Bundle,8214.0941,,,,,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,Reusable instrument,Reusable,Reprocessed,No,,,,ID 9.5 mm; OD 10.5 mm; WL 387 mm,10.5,387,,,,,,Each,Adult,HEMER Bronchoscope Tube Bundle,"Match telescope, adapter, sealing cap, and instrument OD to internal diameter.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 16,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""inner_diameter_mm"": 9.5, ""outer_diameter_mm"": 10.5, ""working_length_mm"": 387}"
PRD-53FF14A0C3,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HEMER Bronchoscope Tube Bundle,8214.1041,,,,,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,Reusable instrument,Reusable,Reprocessed,No,,,,ID 10.5 mm; OD 11.5 mm; WL 387 mm,11.5,387,,,,,,Each,Adult,HEMER Bronchoscope Tube Bundle,"Match telescope, adapter, sealing cap, and instrument OD to internal diameter.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 16,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""inner_diameter_mm"": 10.5, ""outer_diameter_mm"": 11.5, ""working_length_mm"": 387}"
PRD-CB5FB20E4F,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HEMER Bronchoscope Tube Bundle,8214.1261,,,,,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,Reusable instrument,Reusable,Reprocessed,No,,,,ID 12 mm; OD 13 mm; WL 387 mm,13,387,,,,,,Each,Adult,HEMER Bronchoscope Tube Bundle,"Match telescope, adapter, sealing cap, and instrument OD to internal diameter.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 16,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""inner_diameter_mm"": 12, ""outer_diameter_mm"": 13, ""working_length_mm"": 387}"
PRD-A0214EBAC0,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HEMER Tracheoscope Tube Bundle,8214.1241,,,,,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,Reusable instrument,Reusable,Reprocessed,No,,,,ID 12 mm; OD 13 mm; WL 307 mm,13,307,,,,,,Each,Adult,HEMER Tracheoscope Tube Bundle,"Match telescope, adapter, sealing cap, and instrument OD to internal diameter.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 17,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""inner_diameter_mm"": 12, ""outer_diameter_mm"": 13, ""working_length_mm"": 307}"
PRD-91BFC52CEC,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HEMER Tracheoscope Tube Bundle,8214.1281,,,,,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,Reusable instrument,Reusable,Reprocessed,No,,,,ID 12 mm; OD 13 mm; WL 257 mm,13,257,,,,,,Each,Adult,HEMER Tracheoscope Tube Bundle,"Match telescope, adapter, sealing cap, and instrument OD to internal diameter.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 17,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""inner_diameter_mm"": 12, ""outer_diameter_mm"": 13, ""working_length_mm"": 257}"
PRD-DE28F9BAFD,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HEMER Tracheoscope Tube Bundle,8214.1441,,,,,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,Reusable instrument,Reusable,Reprocessed,No,,,,ID 14 mm; OD 15 mm; WL 257 mm,15,257,,,,,,Each,Adult,HEMER Tracheoscope Tube Bundle,"Match telescope, adapter, sealing cap, and instrument OD to internal diameter.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 17,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""inner_diameter_mm"": 14, ""outer_diameter_mm"": 15, ""working_length_mm"": 257}"
PRD-D58A0A54AA,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,HF Coagulation Suction Tube,844202110,,,,,Rigid bronchoscopy,Rigid bronchoscopic shaver instrument,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.2 mm; WL 460 mm,5.2,,,,46,,,Each,Adult,HF Coagulation Suction Tube,Match motor/energy platform and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 12,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-97B68B1ECE,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Illumination Insert,8217.12,,,,,Rigid bronchoscopy,Rigid bronchoscope accessory,Accessory,Reusable,Reprocessed,No,,,,,,,,,,,,Each,Adult,Illumination Insert,Use with matching Richard Wolf WOLF/HEMER bronchoscope system.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 18,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-5B0D81C458,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Irrigation Adapter,163912,,,,,Rigid bronchoscopy,Flexible bronchoscope accessory,Accessory,Reusable or disposable per IFU,,No,,,,,,,,,,,,Each,Adult,Irrigation Adapter,Accessory for Richard Wolf flexible bronchoscope platform.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 5,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-AEB8017EDB,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Jet Ventilation Respiration Adapter,8238.5021,,,,,Rigid bronchoscopy,Rigid bronchoscope accessory,Accessory,Reusable,Reprocessed,No,,,,,,,,,,,,Each,Adult,Jet Ventilation Respiration Adapter,Use with matching Richard Wolf WOLF/HEMER bronchoscope system.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 18,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-7058C81A50,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Jet Ventilation Respiration Adapter Bundle,8238.502,,,,,Rigid bronchoscopy,Rigid bronchoscope accessory,Accessory,Reusable,Reprocessed,No,,,,,,,,,,,,Each,Adult,Jet Ventilation Respiration Adapter Bundle,Use with matching Richard Wolf WOLF/HEMER bronchoscope system.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 18,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-E353F2E250,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Leak Tester,163.903,,,,,Rigid bronchoscopy,Flexible bronchoscope accessory,Accessory,Reusable or disposable per IFU,,No,,,,,,,,,,,,Each,Adult,Leak Tester,Accessory for Richard Wolf flexible bronchoscope platform.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 5,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-BFAC46626D,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Luer Connector,15401.071,,,,,Rigid bronchoscopy,Rigid bronchoscope accessory,Accessory,Reusable,Reprocessed,No,,,,,,,,,,,,Each,Adult,Luer Connector,Use with matching Richard Wolf WOLF/HEMER bronchoscope system.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 18,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-76C2832C18,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Luer Sealing Cap,15023205,,,,,Rigid bronchoscopy,Flexible bronchoscope accessory,Accessory,Reusable or disposable per IFU,,No,,,,,,,,,,,,Each,Adult,Luer Sealing Cap,Accessory for Richard Wolf flexible bronchoscope platform.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 5,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-2BD5C6261D,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Lung Grasping Forceps, Angled",8242.611,,,,,Medical thoracoscopy,Thoracoscopy instrument,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5 mm; WL 270 mm,,,,,,,,Each,Adult,"Lung Grasping Forceps, Angled",,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,pp. 53-55,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-5FA4880E82,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Mini Thoracoscope OR Endoscope Bundle,8920.4011,,,,,Medical thoracoscopy,Mini thoracoscope,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.5 mm; working channel 3.5 mm; SL 215 mm,5.5,,,,21.5,3.5,,Each,Adult,Mini Thoracoscope OR Endoscope Bundle,Use with 5.7/5.8 mm trocar sleeves and 3.5 mm instruments.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 43,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,"{""direction_of_view_deg"": 0, ""outer_diameter_mm"": 5.5, ""shaft_length_mm"": 215, ""working_channel_mm"": 3.5}"
PRD-695162DE9E,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Motor Control Unit 2304,2304.001,,,,,Rigid bronchoscopy,Rigid bronchoscopic shaver console,Reusable capital equipment,Reusable,Not sterile,No,,,,,,,,,,,,Each,Adult,Motor Control Unit 2304,"Connects M4, M5/0, M5/3, S1, and M1 handpieces.",Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 11,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-1058B185EB,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Motor Handpiece, max 3000 rpm",89951.0001,,,,,Rigid bronchoscopy,Rigid bronchoscopic shaver handpiece,Reusable handpiece,Reusable,Reprocessed,No,,,,,,,,,,,,Each,Adult,"Motor Handpiece, max 3000 rpm",,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 11,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-663E85AB45,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Optical Biopsy Forceps, Curved Up",82530.0601,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.6 mm; WL 462 mm,5.6,,,,46.2,,,Each,Adult,"Optical Biopsy Forceps, Curved Up",Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 23,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-FF384E6481,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Optical Biopsy Forceps, Curved Up",82530.0701,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 4.1 mm; WL 500 mm,4.1,,,,50,,,Each,Adult,"Optical Biopsy Forceps, Curved Up",Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 21,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-F40F385751,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Optical Biopsy Forceps, Straight",8465.63,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.6 mm; WL 472 mm,5.6,,,,47.2,,,Each,Adult,"Optical Biopsy Forceps, Straight",Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 21,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-F1DC24ED97,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Double-Spoon Biopsy Forceps,8464.63,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 3.5 mm; WL 359 mm,3.5,,,,35.9,,,Each,Adult,Optical Double-Spoon Biopsy Forceps,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 20,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-DFBA1DB7E3,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Grasping Forceps,8465.61,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.6 mm; WL 473 mm,5.6,,,,47.3,,,Each,Adult,Optical Grasping Forceps,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 21,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-0577F2977F,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Grasping Forceps Grasper 3XL,8466654,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.7 mm; WL 482 mm,5.7,,,,48.2,,,Each,Adult,Optical Grasping Forceps Grasper 3XL,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 23,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-14D0927E5A,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Optical Grasping Forceps, Curved Up",82530.0703,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 4.1 mm; WL 500 mm,4.1,,,,50,,,Each,Adult,"Optical Grasping Forceps, Curved Up",Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 22,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-41F9791461,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Optical Grasping Forceps, Straight",82530.0404,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 3.4 mm; WL 358 mm,3.4,,,,35.8,,,Each,Adult,"Optical Grasping Forceps, Straight",Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 20,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-891A7CBCBC,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Optical Grasping Forceps, Straight",82530.0604,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.6 mm; WL 469 mm,5.6,,,,46.9,,,Each,Adult,"Optical Grasping Forceps, Straight",Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 23,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-8337850C95,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,"Optical Grasping Forceps, Straight",82530.0704,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 4.1 mm; WL 504 mm,4.1,,,,50.4,,,Each,Adult,"Optical Grasping Forceps, Straight",Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 22,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-058B06F45B,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Pike-Mouth Grasping Forceps,8464.61,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 3.5 mm; WL 359 mm,3.5,,,,35.9,,,Each,Adult,Optical Pike-Mouth Grasping Forceps,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 20,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-4F06212417,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Reichle Biopsy Forceps Bagger XL,8466.651,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.6 mm; WL 474 mm,5.6,,,,47.4,,,Each,Adult,Optical Reichle Biopsy Forceps Bagger XL,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 22,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-4DBE64B0DA,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Reichle Biopsy Forceps Bagger XXL,8466.652,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.6 mm; WL 478 mm,5.6,,,,47.8,,,Each,Adult,Optical Reichle Biopsy Forceps Bagger XXL,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 22,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-CB9242F78E,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Reichle Grasping Forceps Grasper XXL,8466.653,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 4.1 mm; WL 479 mm,4.1,,,,47.9,,,Each,Adult,Optical Reichle Grasping Forceps Grasper XXL,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 23,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-D217637957,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Retrograde Biopsy Forceps,82530.0602,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.6 mm; WL 462 mm,5.6,,,,46.2,,,Each,Adult,Optical Retrograde Biopsy Forceps,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 23,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-6B09435B5B,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Retrograde Biopsy Forceps,82530.0702,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 4.1 mm; WL 498 mm,4.1,,,,49.8,,,Each,Adult,Optical Retrograde Biopsy Forceps,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 21,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-7F94CAD8E8,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Retrograde Biopsy Forceps,8464.64,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 3.5 mm; WL 359 mm,3.5,,,,35.9,,,Each,Adult,Optical Retrograde Biopsy Forceps,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 20,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-7563085A90,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Retrograde Biopsy Forceps,8465.64,,,,,Rigid bronchoscopy,Optical rigid bronchoscopy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 5.6 mm; WL 473 mm,5.6,,,,47.3,,,Each,Adult,Optical Retrograde Biopsy Forceps,Match telescope diameter and bronchoscope tube internal diameter.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 21,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
PRD-5E2713887A,MFR-27E7CF849C,Richard Wolf,,Richard Wolf THORAX,Optical Thoracoscopy Grasping Forceps,8913.60,,,,,Medical thoracoscopy,Pleural biopsy forceps,Reusable instrument,Reusable,Reprocessed,No,,,,OD 7 mm; WL 281 mm,7,,,,28.1,,,Each,Adult,Optical Thoracoscopy Grasping Forceps,For use with 4 mm PANOVIEW telescope.,Verified - manufacturer catalog; current U.S. status pending,Hidden - current U.S. status unverified,SRC021,p. 44,2025,Global VI25 catalog; current U.S. availability and labeling must be confirmed.,Country availability may vary.,{}
