product_id,source_id,source_location,claim_type,verification_status,notes
PRD-901A1A1C5C,SRC021,pp. 53-55,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-904D5B29E4,SRC003,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-904D5B29E4,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-904D5B29E4,SRC015,"Ordering information, pp. 3-4",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-908A7EB205,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-90A0B83AA5,SRC030,p. 87,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-90D21D9281,SRC008,CSV row 8,Candidate seed,Candidate - user seed; primary source required,
PRD-90F9A0A0BC,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-913352C891,SRC018,"Accessories for ERBECRYO 2, catalog p. 6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-9188CC0F47,SRC030,p. 75,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-91BFC52CEC,SRC021,p. 17,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-91C738FE6C,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-91F4E30038,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-91F4E30038,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-91F4E30038,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-921CB1B912,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-924AFC41F8,SRC021,p. 10,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-9349B7D1F6,SRC017,"Irrigation adapters, catalog p. 19",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-934DA56D92,SRC030,p. 75,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-9371C2567D,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-937DC338A9,SRC027,pp. 9-10,Exact catalog entry,Verified - manufacturer catalog,
PRD-93A3E7F825,SRC017,"Bipolar cables, catalog p. 10",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-93C248AE98,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-941D1C2633,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-9428EBB5CF,SRC020,Thal-Quick Chest Tube Adapter page,Catalog/SKU evidence,Verified product/SKU identity - exact configuration pending,Manufacturer page supports product/SKU identity; exact configuration remains to be verified.
PRD-946F2F821B,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-948F3069B3,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-948F3069B3,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-948F3069B3,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-94C76DB87E,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-94E33ED243,SRC003,p. 12,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-952A7B928E,SRC001,p. 30,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-95ADE8F814,SRC017,"Monopolar cables, catalog p. 4",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-95C0E7E548,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-963930CE88,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-96993E6593,SRC021,p. 12,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-972FD7E1D0,SRC007,Flexible bronchoscopy platforms!10,Candidate seed,Candidate - user seed; primary source required,
PRD-97B68B1ECE,SRC021,p. 18,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-9844E2B578,SRC003,p. 10,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-985ACD0324,SRC021,p. 5,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-98610CE8EB,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-993274DBA5,SRC021,p. 18,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-993D8701CA,SRC008,CSV row 21,Candidate seed,Candidate - user seed; primary source required,
PRD-99494D8DD0,SRC019,"FiAPC probes, catalog pp. 5-6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-99532BAC7D,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-99BC8714FF,SRC030,p. 93,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-99F825C44F,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-99F825C44F,SRC030,p. 67,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-9A5C5FEF7D,SRC030,p. 89,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-9AB8A5ECAC,SRC027,p. 12,Exact catalog entry,Verified - manufacturer catalog,
PRD-9AE343BC8D,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-9B0EE44246,SRC021,p. 11,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-9BAC333008,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-9BBDA8D7D6,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-9BD2C36817,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-9C1CF84490,SRC021,p. 18,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-9C399CB432,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-9C53328A79,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-9C5FCF73E5,SRC021,pp. 53-55,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-9C633556C2,SRC012,Respiratory 14.13 (PDF p. 126),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-9C6ECA3162,SRC001,p. 24,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-9CAAE08C97,SRC017,"Bipolar cables, catalog p. 12",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-9CCC6DB32E,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-9CE203EA1C,SRC006,Product list 2025!Sheet7,Candidate seed,Candidate - user seed; primary source required,
PRD-9CE6425CE0,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-9CE6992373,SRC012,Respiratory 14.12 (PDF p. 125),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-9CFCC838A3,SRC007,Flexible bronchoscopy platforms!13,Candidate seed,Candidate - user seed; primary source required,
PRD-9CFCC838A3,SRC012,Respiratory 14.01 (PDF p. 114),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-9D5C45AA6F,SRC027,pp. 9-10,Exact catalog entry,Verified - manufacturer catalog,
PRD-9DA3B7C48B,SRC019,"APC pressure reducers and gas accessories, catalog pp. 10-11",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-9DCC51E06A,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-9DCC5EC86C,SRC017,"Bipolar cables, catalog p. 9",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-9E6034F109,SRC003,p. 12,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-9E7BDDB1CC,SRC030,p. 75,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-9EB174FBB0,SRC001,p. 24,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-9F5884AD09,SRC008,CSV row 12,Candidate seed,Candidate - user seed; primary source required,
PRD-9FDA372767,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-9FFD95C095,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-A0214EBAC0,SRC021,p. 17,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-A034F04BF1,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-A0DF0074DB,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-A12A620A18,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-A1B7FC0BD4,SRC021,pp. 44-48,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-A1BB9D424D,SRC017,"Monopolar cables, catalog p. 5",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-A24DAA76C6,SRC017,"Bipolar cables, catalog p. 8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-A2C49C9352,SRC007,Therapeutic bronchoscopy!2,Candidate seed,Candidate - user seed; primary source required,
PRD-A2C49C9352,SRC018,"Cryoprobes for ERBECRYO 2, catalog p. 5",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-A2F4A953C4,SRC021,p. 5,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-A2FCA81CFA,SRC030,p. 93,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-A3EBA86219,SRC021,pp. 15-17,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-A412BD40C1,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-A457429809,SRC012,Respiratory 14.06 (PDF p. 119),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-A4575632E4,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-A4793529B7,SRC001,p. 24,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-A47AD72FD5,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-A48A455A5E,SRC019,"FiAPC probes, catalog pp. 5-6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-A504350406,SRC030,pp. 66-70,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-A5971F1DE3,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-A5D3D731DC,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-A5D3D731DC,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-A5D3D731DC,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-A5DD232514,SRC006,Product list 2025!Sheet7,Candidate seed,Candidate - user seed; primary source required,
PRD-A5F6B25BCB,SRC027,p. 15,Exact catalog entry,Verified - manufacturer catalog and IFU,
PRD-A64069C0A0,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-A6CF0E2BA4,SRC007,Flexible bronchoscopy platforms!7,Candidate seed,Candidate - user seed; primary source required,
PRD-A7209784C9,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-A72E811F09,SRC008,CSV row 29,Candidate seed,Candidate - user seed; primary source required,
PRD-A7A7DF79BA,SRC001,p. 29,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-A83C7ADE90,SRC003,p. 6,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-A83D0CAAC1,SRC019,"APCapplicator, catalog pp. 7-8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-A85A76CB3E,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-A85A76CB3E,SRC012,Respiratory 14.11 (PDF p. 124),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-A88AEE6442,SRC030,p. 145,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-A8A5497344,SRC021,pp. 53-55,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-A8B69D1E0B,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-A8D6EE3E6F,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-A8F80E7C94,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-A9183C4F8F,SRC030,p. 72,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-A93BE6938D,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-A9C2F393B9,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-AACBA3F0AD,SRC022,p. 6.02,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-AAD09EDB4C,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-AAFEA61B28,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-ABB6EC1153,SRC030,p. 87,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-AC1E0D8CCC,SRC030,p. 88,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-AC566D2949,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-AC9799F503,SRC003,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-AC9799F503,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-AC9799F503,SRC015,"Ordering information, pp. 3-4",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-AC9CC6E8A4,SRC021,pp. 6-7,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-ACA2322DB2,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-ACB6E2620B,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-ACF77D4FD4,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-AD1CD2C1B2,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-AD22EAA0EC,SRC007,Flexible bronchoscopy platforms!3,Candidate seed,Candidate - user seed; primary source required,
PRD-AD22EAA0EC,SRC029,p. 1,Exact catalog entry,Verified - manufacturer catalog and flyer,
PRD-AD5DB57EBC,SRC021,pp. 44-48,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-ADAEAEFCA8,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-AE3B2BA40B,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-AE9BC99FAA,SRC007,Flexible bronchoscopy platforms!5,Candidate seed,Candidate - user seed; primary source required,
PRD-AEB8017EDB,SRC021,p. 18,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-AEEAFB2957,SRC006,Product list 2025!thoracent,Candidate seed,Candidate - user seed; primary source required,
PRD-AF3652245F,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-AF70FFC15E,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-AF70FFC15E,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-AF70FFC15E,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-AF93E56FE5,SRC030,pp. 66-70,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-B05D337994,SRC030,pp. 66-70,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-B07610EC95,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-B077E82907,SRC021,p. 10,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-B091070F8D,SRC012,Respiratory 14.04 (PDF p. 117),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B1203FF71F,SRC003,p. 9,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B1E837841F,SRC027,p. 15,Exact catalog entry,Verified - manufacturer catalog,
PRD-B20E716435,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-B21BCEFB54,SRC019,"APC pressure reducers and gas accessories, catalog pp. 10-11",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-B226B5873B,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B2AC1ECC92,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-B2B0419598,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-B2C431C0F9,SRC007,Flexible bronchoscopy platforms!16,Candidate seed,Candidate - user seed; primary source required,
PRD-B2C431C0F9,SRC012,Respiratory 14.04 (PDF p. 117),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B3B30BCEE7,SRC002,p. 4,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B4AC755EAE,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B4CA5FDE98,SRC030,p. 87,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-B4E0EB9EFB,SRC021,pp. 44-48,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-B4FCC0198A,SRC021,p. 16,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-B53F0F16C8,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B53F0F16C8,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-B53F0F16C8,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-B540AFF326,SRC030,p. 72,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-B54B621217,SRC006,Product list 2025!thoracent,Candidate seed,Candidate - user seed; primary source required,
PRD-B5644A6608,SRC001,p. 24,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B5A96A4F81,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B5E107E3AE,SRC001,p. 19,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B5FC89830C,SRC022,p. 4.02,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-B68845E997,SRC018,"Accessories for ERBECRYO 2, catalog p. 6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-B68F5C38B4,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-B6A919EF32,SRC021,pp. 44-48,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-B6BECFE095,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-B728AA11AB,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-B76CB39194,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-B79F76C6D6,SRC019,"APC pressure reducers and gas accessories, catalog pp. 10-11",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-B865D0FAF0,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-B8971B556C,SRC003,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B8971B556C,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-B8971B556C,SRC015,"Ordering information, pp. 3-4",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-B8BB774CB6,SRC003,p. 12,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B8D6260C23,SRC027,p. 11,Exact catalog entry,Verified - manufacturer catalog,
PRD-B9381E6DD2,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-B94F3A417B,SRC021,p. 52,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-B98EADB33D,SRC001,p. 30,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B99F53FBC5,SRC030,pp. 68-69,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-B9B15302A7,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-B9B15302A7,SRC012,Respiratory 14.11 (PDF p. 124),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-B9B63919B0,SRC021,p. 5,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-B9CF43923C,SRC012,Respiratory 14.08 (PDF p. 121),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BA02119C36,SRC006,Product list 2025!thoracent,Candidate seed,Candidate - user seed; primary source required,
PRD-BA677F5907,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-BA677F5907,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-BA7CBE6482,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-BA86F45760,SRC021,pp. 44-48,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-BAC7605565,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-BAC7605565,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-BACF8FDE9B,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-BADEC639F4,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BB11C206A4,SRC030,p. 77,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-BB33BD7BE9,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BB4B62BE1F,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BB4B62BE1F,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-BB4B62BE1F,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-BB5D8FBEA3,SRC030,p. 89,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-BB9A5CC0AE,SRC030,pp. 70-73,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-BBBE3C6465,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-BBCDFBC541,SRC017,"Monopolar cables, catalog p. 4",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-BBEB73374B,SRC013,Y-shaped tracheal stent specifications (PDF p. 13),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-BC16136731,SRC030,p. 70,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-BC936E9D71,SRC012,Respiratory 14.12 (PDF p. 125),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BCC4474447,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-BCD783DD13,SRC017,"Bipolar cables, catalog p. 8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-BCF7612DDB,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BD2D495AB7,SRC027,pp. 9-10,Exact catalog entry,Verified - manufacturer catalog,
PRD-BD9FC1E209,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-BD9FC1E209,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-BDA5B2EF14,SRC020,Thal-Quick Chest Tube page,Catalog/SKU evidence,Verified product/SKU identity - exact configuration pending,Manufacturer page supports product/SKU identity; exact configuration remains to be verified.
PRD-BDC093DB61,SRC003,p. 12,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BDE6A1058E,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-BDE6A1058E,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-BE0B6A0B53,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BE121B185B,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BEB189750B,SRC012,Respiratory 14.13 (PDF p. 128),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BEE0D63766,SRC008,CSV row 28,Candidate seed,Candidate - user seed; primary source required,
PRD-BF2B39F2F3,SRC007,Flexible bronchoscopy platforms!11,Candidate seed,Candidate - user seed; primary source required,
PRD-BF2EC6AB5E,SRC003,p. 6,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-BF31F89558,SRC013,Y-shaped tracheal stent specifications (PDF p. 13),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
